PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|COUNTY|STATE|RN_TYPE|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|PARKING_SPACES|LOT_SIZE|SQUARE_FEET|NO_BATHS|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY
RN|71295608|A9501571|A95338|ACT|4000|709|Old County Rd,  WT134||123||02575||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. Mill Pond House is a completely restored 1890s farmhouse on the old Mill Pond in historic West Tisbury. Remodeled by the present owner, an interior designer, it is beautifully appointed with antiques and charming accessories. An old pine floor and columns add to the ambiance. The house offers 2,400 square feet of living space. The first floor is an open space plan with a living room and fireplace, a screened porch with a view of the large back yard, a fully equipped kitchen and a dining area. A|22|7/16/2014 11:20:00 AM|4194303|Dukes|MA|A|7|4|2|1||4|0.95|2400|2f;1h|N||||
RN|71295623|A9501571|A95338|ACT|2750|58|Forest Rd,  WT140||123||02575||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. Mill Pond House is a completely restored 1890s farmhouse on the old Mill Pond in historic West Tisbury. Remodeled by the present owner, an interior designer, it is beautifully appointed with antiques and charming accessories. An old pine floor and columns add to the ambiance. The house offers 2,400 square feet of living space. The first floor is an open space plan with a living room and fireplace, a screened porch with a view of the large back yard, a fully equipped kitchen and a dining area.|17|7/15/2014 3:46:00 PM|131071|Dukes|MA|A|5|3|1|0||2|215000|1200|1f;0h|N||||
RN|71295632|A9501571|A95338|ACT|5650|60|Bartimus Luce Rd,  WT143||123||02575||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. This bright and simple beach house has magnificent views overlooking Vineyard Sound and over to the mainland and the Elizabeth Islands. Private setting, private beach bordering West Tisbury's famed Lambert's Cove beach. Walk down to the beach from the spacious grassy yard. Easy summertime living.  Waterfront with Private Beach.|16|7/15/2014 3:56:00 PM|65535|Dukes|MA|A|7|3|2|0||2|258000|1300|2f;0h|Y||||
RN|71295650|A9501571|A95338|ACT|8000|85|North Reservoir, WT150||123||02575||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. The home features a guest suite with private bath, two additional first floor bedrooms and one other tucked under the hand hewn eaves of the second floor. Formal living and dining rooms feature fireplaces with period molding and mantles, wide board floors, and a stone floored sun porch that overlooks the grounds with rolling hillsides, a serene brook, and extensive stone walls. A short walk leads to the sandy private community beach.|23|7/15/2014 5:00:00 PM|8388607|Dukes|MA|A|8|5|4|1||4|26.5|4000|4f;1h|N||||
RN|71295708|A9501571|A95338|ACT|8000|1|Seven Gates Farm,  WT101||123||02575||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. An elegant, whimsical house full of color, quality and artistic touches. The grounds are sumptuous, nature at its apotheosis. There is gentle movement in the landscape with flowering trees and shrubs everywhere replete with a babbling brook flowing into a pond bordering the garden behind the house. The stonework is finely crafted with balanced proportions adding a base note to the property. Harmonious blending of house and land is reminiscent of English gardens. Truly an exceptional property.|24|7/16/2014 12:20:00 PM|16777215|Dukes|MA|A|10|5|5|1||4|217800|3500|5f;1h|N||||
RN|71295912|A9501571|A95338|ACT|2200|21|Nat's Farm, WT113||123||02575||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. Charming three bedroom home located in a private neighborhood close to bike path, walking trails and public tennis courts. Just a short drive to Lambert's Cove Beach, West Tisbury Village and down island restaurants and shops.  Amenities include High definition TV, wifi internet service and an MP3 dock.|13|7/16/2014 12:58:00 PM|8191|Dukes|MA|A|6|3|2|0||2|1.39|1439|2f;0h|N||||
RN|71295937|A9501571|A95338|ACT|2250|21|Leona Lane,  WT115||123||02575||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. This very charming post & beam home is the perfect getaway for those who appreciate West Tisbury's rural character. The home is very nicely furnished and equipped, has a lovely, big yard, and the location, adjacent to the bike path, is central to up-Island shopping and the fantastic sandy beaches of Lambert's Cove and Long Point Reservation.  There is no land line telephone at the property. There is high speed cable internet connection. The ethernet cable is provided.|13|7/16/2014 1:20:00 PM|8191|Dukes|MA|A|6|3|1|1||4|1.4|1500|1f;1h|N||||
RN|71297870|A9501571|A95338|ACT|3750|17|Umbagog Ave, WT109||123||02575||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. This three story home islocated in a very desirable area off of Lambert's Cove Road, Makonikey with access to a private association beach and walking trails. There are four plus bedrooms and bright and open living spaces that lead out to a deck and a screened-in porch.    .|11|7/16/2014 1:34:00 PM|2047|Dukes|MA|A|8|6|2|1||2|0.43|2155|2f;1h|N||||
RN|71305456|A9501571|A95338|ACT|25000|4|Seven Gates Farm,  WT102||123||02575||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. Be taken away by the outstanding ocean, pond and meadow views of this truly enchanting home. Many features include five bedrooms, three baths, formal living and dining rooms, childrens playroom, large eat in kitchen that opens up to family room.|25|7/16/2014 3:04:00 PM|33554431|Dukes|MA|A|16|8|5|3||3|16|6500|5f;3h|Y||||
RN|71722156|A9501571|A95338|ACT|5500|59|Waldron Bottom Pond, WT151||123||02575||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. The large living and dining rooms plus chef's gourmet kitchen with granite counter tops makes for enjoyable entertaining. In the open living spaces with large decks sunlight streams in from dawn to the end of the day. Each beautiful bedroom has its own large furnished bathroom---truly unusual in comfort and generosity. Cable TV and high speed internet will keep you as connected as you want to be. The property includes use of the Trustees of the Reservation Longpoint Beach at the end of the road which is an ocean beach backed by a fresh water pond and the beautiful Lambert's Cove beach on north shore.|23|7/31/2014 1:50:00 PM|8388607|Dukes|MA|A|7|4|4|1||2|3|2400|4f;1h|N||||
RN|71722176|A9501571|A95338|ACT|3500|72|Vineyard Meadows Farm Rd,WT105||123||02575||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY.    This four bedroom home is centrally located to all down-island towns and close to Long Point Beach. Nice grassy yard with privacy from main road. Recently Renovated: Brand New Kitchen, Bathroom, Paint, and Flooring. Nautical Theme Sets the Tone for the Perfect Summer Vacation.|13|7/31/2014 2:16:00 PM|8191|Dukes|MA|A|6|4|2|0||3|2.2|2200|2f;0h|N||||
RN|71975953|A9501571|A95338|ACT|4200|1000|State Rd,  WT106||123||02575||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. Let the stress roll off your shoulders. You have now arrived at your summer home-away-from home. This vintage 1830's farmhouse is the quintessential Martha's Vineyard experience. A peaceful, pastoral setting, across the road from a sheep meadow in the historic district of beautiful West Tisbury, a true New England town. Almost three acres of land for you to explore with lawns and gardens. In its own area is a 10' x 40' lap pool with a pool house for changing clothes. Out of the sun, the owner has created outdoor living areas for cooking, dining and relaxing. Sip your morning coffee or afternoon wine on the invitingly off-beat entry porch, a cool, funky place to hang out and shoot the breeze. Play Bocce Ball in the yard out back or dine on gorgeous Brown Jordan furniture under an arbor of wisteria and forget your worries.Fully equipped kitchen has everything you need. Amenities not listed elsewhere on this website inclu|12|3/22/2016 1:21:00 PM|0|Dukes|MA|A|6|3|2|0||3|130680|1300|2f;0h|N||||
RN|71976065|A9501571|A95338|ACT|4200|15|Crowell Lane, WT119||123||02575||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. Seven Gates Farm. This property has three ponds, overlooks rolling meadows and has a rustic charm. Located in Seven Gates Farm association, the property affords access to association tennis and two miles of private beach as well as miles of walking trails. Bookings for tennis are available at the office for a slight fee.  This property has rolling hills and ponds and a very peaceful atmosphere. There is a $25 trash charge per week.|20|4/4/2016 1:53:00 PM|-1851705385|Dukes|MA|A|7|4|3|1||3|261360|1600|3f;1h|N||||
RN|71976516|A9501571|A95338|ACT|2800|64|Bartmus Luce Rd, WT125|1|123||02575||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. Idyllic location right above a sandy private beach on the North Shore. This beach cottage affords views of the Sound and the Elizabeth Islands with a front row seat on unrivaled sunsets. It is rustic and cozy with a large screened porch overlooking the view. Have a getaway like in days of yore when life was simple and the beach at your doorstep.  Take a step back from the hustle and bustle of life in the fast lane and have some time out in the arms of the natural world.|17|3/23/2016 1:46:00 PM|1326940139|Dukes|MA|A|4|2|2|0||3|130680|792|2f;0h|Y||||
RN|71976554|A9501571|A95338|ACT|8000|78|Bartimus Luce||123||02575||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOY MONTHLY.  Prime beachfront residence perched on bluff with an unsurpassed panoramic view of Vineyard Sound and the Elizabeth Islands. Spacious, 2 bedroom, main house (2400 Square Feet), plus 2 bedroom guest house (750 Square Feet). Both single story. Interiors newly renovated with new appliances and ceiling fans. Beautifully furnished and appointed. Private walk to private sandy beach. Six wooded acres. At end of road. Total privacy. Creek runs through property. There is no better view on Martha's Vineyard. Property offers the only full, unobstructed view from Split Rock and the Makonikey Head (north) around to Vineyard Sound and the Elizabeth Islands (west) and on around to Lambert's Cove and Paul's Point (south).|26|3/23/2016 2:23:00 PM|1327005674|Dukes|MA|A|8|3|3|1||3|130680|3250|3f;1h|Y||||
RN|71976587|A9501571|A95338|ACT|2950|129|Otis Bassett Rd, WT127||123||02575||THIS IS A WEEKLY SUMMER RENTAL ONLY.  PRICES ARE WEEKLY NOT MONTHLY.  This little beauty is comfortably decorated for you to relax and enjoy all the island has to offer. Conveniently located just outside Vineyard Haven, you have all the peace and quiet West Tisbury has to offer, including beautiful Lambert's Cove Beach! Shopping, restaurants and the ferry are just a short ride away.|11|3/23/2016 2:54:00 PM|1343783147|Dukes|MA|A|6|3|2|0||2|43560|1500|2f;0h|N||||
RN|71976663|A9501571|A95338|ACT|3900|196|Vineyard Meadow Farms Rd,WT130||123||02575||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. Home was built for families in mind, with three bedrooms upstairs, master with queen bed and ensuite bathroom. In addition there are two bedrooms, each with two twin beds, they share a hall bath. On the lower level there is a bedroom with a queen bed, as well as a futon in the media room. These rooms share their own full bath. All bedding is top of the line Sterns + Foster.  Kitchen has all things you might need for enjoying the bounty of the Vineyard with your family, including Bosch Dishwasher, and gas range. Includes Kitchen Aid Stand Mixer, Cuisinart Food Processor, Lobster Pot, and Weber Grill on the outside deck. You'll also find over 30 cookbooks, and all necessities to ensure you will be able to serve your family in style. Some Ferry Tickets available|9|3/29/2016 12:00:00 PM|2647|Dukes|MA|A|7|4|3|1||3|0|0|3f;1h|N||||
RN|71976684|A9501571|A95338|ACT|3500|625|State Rd, WT131||123||02575||THIS IS A WEEKLY SUMMER RENTAL ONLY.  PRICES ARE WEEKLY NOT MONTHLY.  Beautiful Barn Home Close to West Tisbury Town.  Home Features Large Open Floor Plan, Tall Ceilings, Hardwood Floors' Gourmet Kitchen, Extensive Landscaping With Lots of Outdoor Seating. Separate Building With Living Room, Sleeping Area, And Half Bath. Lovely Patio Next To The Garden, A Perfect Place To Enjoy The Outdoors And Sunshine!|21|3/23/2016 4:47:00 PM|7|Dukes|MA|A|8|4|2|1||3|130680|2500|2f;1h|N||||
RN|71977404|A9501571|A95338|ACT|3500|1054|State Rd,WT136||123||02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES SRE WEEKLY NOT MONTHLY. The Sea Captain's home features an elegant curved staircase in the foyer and a "secret" back staircase leading from the kitchen to the master suite. There are 3 spacious bedrooms with air conditioning, desks and sitting areas, and 10 large rooms in total. There is a grand piano for your enjoyment in the music room as well as wireless (Wifi) internet service throughout the house. The living room has digital cable TV with a wide choice of shows, movies, music and a DVD player. Adjoining the living room is a separate dining room and also a fully-equipped, charming country kitchen.|20|3/25/2016 12:36:00 PM|7|Dukes|MA|A|7|4|2|0||3|0|0|2f;0h|N||||
RN|71979823|A9501571|A95338|ACT|5200|694|State Rd, WT111||123||02575||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY.  This lovely farm house features luxurious accommodations. Four of the bedrooms have ensiute bathrooms, three of which include a bathtub and shower. All bedrooms are equipped with a split air conditioner. There is a formal living room as well as a family room with TV and additional dining table to eat or play games. Old wooden beams give the property a historic old world feel with all the modern conveniences. You can walk to the Farmer's Market or lounge on the patio talking in the mature landscaping.|25|3/30/2016 4:54:00 PM|1114110|Dukes|MA|A|8|5|4|2||2|0|3200|4f;2h|N||||
RN|72418495|A9501571|A95338|ACT|3400|129|Otis Basset Rd|1|123||02575||THIS IS A SUMMER WEEKLY RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. This little beauty is comfortably decorated for you to relax and enjoy all the island has to offer. Conveniently located just outside Vineyard Haven, you have all the peace and quiet West Tisbury has to offer, including beautiful Lambert's Cove Beach! Shopping, restaurants and the ferry are just a short ride away.|22|11/1/2018 11:39:00 AM|809500698|Dukes|MA|A|6|3|2|0||3|43000|1500|2f;0h|N||N||
RN|72418613|A9501571|A95338|ACT|3900|196|Vineyard Meadow Farms||123||02575||THIS IS A SUMMER WEEKLY RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. Well appointed Farmhouse Colonial, on two private acres on private road. Conveniently located in Vineyard Meadow Farms abutting the entrance to Long Point Beach, considered by many to be the best beach on the Island. Home was built for families in mind, with three bedrooms upstairs, master with queen bed and ensuite bathroom. In addition there are two bedrooms, each with two twin beds, they share a hall bath. On the lower level there is a bedroom with a queen bed, as well as a futon in the media room. These rooms share their own full bath. All bedding is top of the line Sterns + Foster.  Kitchen has all things you might need for enjoying the bounty of the Vineyard with your family, including Bosch Dishwasher, and gas range. Includes Kitchen Aid Stand Mixer, Cuisinart Food Processor, Lobster Pot, and Weber Grill on the outside deck. You'll also find over 30 cookbooks, and all necessities.|12|11/1/2018 1:29:00 PM|1353766921|Dukes|MA|A|9|4|3|1|Y|3|43000|2300|3f;1h|N||N||
