id,name,contact,website,phone1,phone2,fax1,email,address1,address2,city,state,zip,source,broker_notes,update_date,listingAgentId
6773746,"""Vakili properties""",,,617-290-1746,,,tsiknis@bc.edu,"""1151 High Street""",,"""Dedham""",MA,02026,"YGL Network","""Happy to pay fee for good service and tenants.""",04/12/2019,
6773747,"""Art""",,,6178697777,,,vyelzon@gmail.com,"""276 Chestnut Hill Ave""",,"""Brighton""",MA,02135,"YGL Network",,04/12/2019,
6773748,"""Kensington Investments Company Inc.""",,,6178408100,,,ssalazar@kicboston.com,"""15 ARGYLE TERRACE, SUITE 7""",,"""Dorchester""",MA,02124,"YGL Network","""Please ask about pet restriction, 30 lbs max.""",04/10/2019,
6773749,"""Katie Ngan Vien""",,,6178181508,,,vienbaongan@gmail.com,"""72 Winthrop Street""",,"""Everett""",MA,02149,"YGL Network","""Brand New Construction!! Prime Revere location. Convenient to shops, schools, downtown Revere. Walking distance to public transportation. No lead paint. Energy efficient construction which will save tenants tons of $$$ on utilities. In-unit laundry. Brand new appliances and finishes. Open concept. Dedicated 2 parking spots and plenty of street parking.   Credit check required. First, last and security deposit upon signing the lease. Please contact for showing schedule.""",04/12/2019,
6773750,"""Bedly Inc""",,,774-994-2756,,,ap@bedly.com,"""76 Perkins Street""",,"""Somerville""",MA,02145,"YGL Network",,04/12/2019,
6773751,"""Eunmi Anderton Lee""",,,617-388-7734,,,eunmilee134@gmail.com,"""873 Salem St""",,"""Malden""",MA,02148,"YGL Network","""Renting agent can collect full month fee from tenant""",04/10/2019,
6773752,"""Bill Mann""",,,617-868-5542,,,bradymann@gmail.com,"""105 LARCH RD""",,"""CAMBRIDGE""",MA,02138,"YGL Network",,04/12/2019,
6773753,"""Liz Realty""",,,6175880087,,,peter@marealestateinc.com,"""470 Atlantic ave""",,"""Boston""",MA,02210,"YGL Network",,04/12/2019,
6773754,"""David Goldstein""",,,617-962-8466,,617-928-3396,itisidave@aol.com,"""P.O. Box 67401""",,"""Chestnut Hill""",MA,02467,"YGL Network","""Please call 617-962-8466 for showings. Showings available after 12:00 Noon.""",04/10/2019,
6773755,"""Micozzi Management""",,,617-438-5493,,,tgonatas@micozzimanagement.com,"""45 Morton St, Suite 4""",,"""Quincy""",MA,02169,"YGL Network",,04/12/2019,
6773756,"""Chestnut Hill Realty""",,,6179693515,,,nholzwarth@chestnuthillrealty.com,"""200 Estate Drive""",,"""Chestnut Hill""",MA,02467,"YGL Network",,04/12/2019,
6773757,"""Compass""",,,6175194218,,,daniel.arnao@compass.com,"""509 E 2nd, Unit 2""",,"""South Boston""",MA,02127,"YGL Network",,04/12/2019,
6773758,"""Shira Levy""",,,8632288729,,,shira@levsoftware.com,"""5 Braemore Rd., #3""",,"""Brighton""",MA,02135,"YGL Network","""Feel free to contact me with any questions you have.""",04/10/2019,
6773759,"""Olivier Sakellarios""",,,6172707167,,,ods142@gmail.com,"""195 Elm Street""",,"""boston""",MA,02134,"YGL Network","""Brand new washer dyer in unit. Two story townhouse with magnificent city views. Call landlord for showing: Oliver 617-270-7167""",04/12/2019,
6773760,"""LMC Property Group""",,,617-650-2387,,,Rimma@LMCpg.com,,,"""Newton""",MA,02461,"YGL Network",,04/10/2019,
6773761,"""QPM Services""",,,5084048062,,,Mmr_bluesky@yahoo.com,"""30 Somerset St, 3""",,"""Worcester""",MA,01609,"YGL Network",,04/10/2019,
6773762,"""Ms.""",,,6172332552,,,allachana@gmail.com,"""252 Mason Terrace""",,"""Brookline""",MA,02446,"YGL Network",,04/10/2019,
6773763,"""Boston Brothers Realty LLC""",,,781-603-8702,,,Mioconnor24@gmail.com,"""905 Turnpike Street""",,"""Canton""",MA,02021,"YGL Network",,04/10/2019,
6773764,"""RE/MAX Andrew Realty Services""",,,617-913-4112,,,prorea.mb@gmail.com,"""335 Main street #103""",,"""Stoneham""",MA,02180,"YGL Network","""Broker fee paid by the tenant which is equivalent to one months rent, co-broke 50/50""",04/10/2019,
6773765,"""TLuc Group LLC""",,,8182080298,,,gqjai@yahoo.com,,,"""Allston""",MA,02134,"YGL Network","""Texting is fastest way to get in touch with me.  **** Weekday showings with 24 hour notice.  Weekend showings in the morning with 24 hour notice **** Students are welcome, see below for details - must have a co-signer with US social security number - bank account with funds to full fill the lease  - International students must provide the above and a copy of their study permit to ensure they will be in the country     long enough to full fill their lease term.""",04/10/2019,
6773766,"""Thumbprint Realty""",,,617-504-0670,,,nathan@thumbprintrealty.com,"""472A Washington Street""",,"""Dorchester""",MA,02124,"YGL Network",,04/10/2019,
6773767,"""G&G Property Services LLC""",,,6172930478,,,ggpropservices@gmail.com,,,"""Cambridge""",MA,02141,"YGL Network",,04/10/2019,
6773768,"""Aldie 51 LLC""",,,7818010844,,,patrickmulroy@gmail.com,,,"""Boston""",MA,02135,"YGL Network",,04/10/2019,
6773769,"""Ora Mountain""",,,6179534122,,,Ora.mountain@hotmail.com,"""72 Strathmore Rd.""",,"""Brighton""",MA,02135,"YGL Network",,04/10/2019,
6773770,"""Quality Services Inc""",,,6174377504,,,admin@qualityservicesboston.com,"""29 MASSACHUSETTS AVE, Address 2""",,"""BOSTON""",MA,02115,"YGL Network",,04/10/2019,
6773771,"""Philippe""",,,6179528810,,,fphilippere@gmail.com,"""1 Nimmo Street""",,"""Methuen""",MA,01844,"YGL Network","""Call/text 617 952 8810 Email Fphilippere@gmail.com""",04/10/2019,
6773772,"""DGI""",,,6175666601,,,dgall@yahoo.com,"""611 WASHINGTON ST""",,"""BROOKLINE""",MA,02446,"YGL Network","""Owner Occupied""",04/10/2019,
6773773,"""S Tijani Kaba""",,,6176826685,,,Jakity7@gmail.com,,,"""Brockton""",MA,02301,"YGL Network",,04/10/2019,
6773774,"""Eileen Tam""",,,6179537179,,,siucloudy@yahoo.com,,,"""Boston""",MA,02115,"YGL Network",,04/12/2019,
6773775,"""Chris Stepanian""",,,6175961446,,,cstep50@gmail.com,"""50 Moore Street""",,"""Somerville""",MA,02144,"YGL Network",,04/12/2019,
6773776,"""Urban Castle""",,,6174202086,,,urbancastleboston@gmail.com,"""730 Bedford Street""",,"""Boston""",MA,01742,"YGL Network",,04/12/2019,
6773857,"""Anthony""",,,6172026045,,,rental@plattgroup.com,,,"""Brighton""",MA,02135,"YGL Network","""Attempt to find out more about what prospects do for work, how many applicants, their move-in time frame, if they have a car (or two), and be sure they are non-smokers, no pets, no cannabis. Thanks.""",04/12/2019,
6774199,"""deborah byrne""",,,6172014730,,,dbyrne2510@yahoo.com,"""25 savory street""",,"""lynn""",MA,01904,"YGL Network",,04/12/2019,
6774628,"""Saraf Properties""",,,7817260646,,,tsaraf80@gmail.com,"""62 Taft Ave""",,"""Mendon""",MA,01756,"YGL Network",,04/12/2019,
6775447,"""Miranda Group""",,,16173910371,617-438-6575,,paul@mirandagroup.org,,,"""Cambridge""",MA,,"YGL Network",,01/10/2019,
6775742,"""K.C. Lawn Real Estate""",,,"(617) 851-6262",6178516262,,kclawnre@hotmail.com,"""24 Clifton Road""",,"""Hyannis""",MA,02601,"YGL Network",,04/12/2019,
6775973,"""KEVIN GARRAWAY""",,,"617 980 9287",,,gway1518@gmail.com,"""123 NORWELL STREET""",,"""BOSTON""",MA,02121,"YGL Network",,04/12/2019,
6776232,"""Grace Hui""",,,3399704114,,,gracehui1220@gmail.com,,,"""Quincy""",MA,02170,"YGL Network",,03/05/2019,
6776836,"""Boston City Properties""",,,617-247-1933,,,info@bostoncityproperties.com,"""581 Boylston Street #500""",,"""Boston""",MA,02116,"YGL Network",,12/19/2018,
6777825,"""Home America Realty and Investments""",,rasheedrealestate.com,8572090500,,,Rasheed@homeamericarealtyandinvestments.com,"""6 oak street""",,"""Boston""",MA,02136,"YGL Network",,04/12/2019,
6787164,"""Kyle Hynes""",,,6176990128,,,khynes21@gmail.com,"""905 Hammond St.""",,"""Chestnut Hill""",MA,02467,"YGL Network",,02/11/2019,
6787738,"""Cirrus Apartments""",,,5082717200,,,Cirrus@winnco.com,,,"""Ashland""",MA,01721,"YGL Network",,04/12/2019,
6791203,"""New Wave Boston Real Estate""",,,6172591760,,,,"""164 Newbury Street""","""4""","""Boston""",MA,02116,"YGL Network",,04/11/2019,
6791339,"""Street & Company""",,,6177423787,,,jamesfay3@streetandcompany.com,"""78 Charles Street""",,"""Boston""",MA,02114,"YGL Network",,04/12/2019,
6791702,"""URBAN REALTY BOSTON LLC""",,,6175121513,,617-209-1459,INFO@URBANREALTY.NET,"""2193 B Commonwealth Ave""",,"""Brighton""",MA,02135,"YGL Network","""OWNER PAYS FEE""",04/12/2019,
6792055,"""Joe Fallon""",,,617-594-0761,,,jpfallon@gmail.com,,,"""Jamaica Plain""",MA,02130,"YGL Network",,04/12/2019,
6793629,"""Vanguard Realty""",,,617-789-5500,,,matt@vanguard-realty.com,"""317 Washington St.""",,"""Brighton""",MA,02135,"YGL Network",,04/12/2019,
6797552,"""Nicholas Luongo""",,,6177990649,,,nicholas.luongo@gmail.com,,,"""SOMERVILLE""",MA,02145,"YGL Network",,04/12/2019,
6799039,"""TRAC 75""",,,617-539-7575,,,trac75@dolben.com,"""75 Braintree Street""",,"""Allston""",MA,02134,"YGL Network",,04/12/2019,
6800136,"""Orchid Portfolio LLC""",,,9178590240,,,orchidportfolio@gmail.com,"""98 Ascan Avenue""",,"""Forest Hills""",MA,02139,"YGL Network","""Contact owner at orchidportfolio@gmail.com to arrange for immediate showing. Agent's fee will be paid by the tenant to the tenant's agent (if any).""",04/12/2019,
6800226,"""sigursteinn vigfusson""",,,6175951205,,,siggiboston@yahoo.com,"""713 Centre Street""",,"""boston""",MA,02130,"YGL Network",,04/12/2019,
6802100,"""Presidential Estates""",,,617-773-7017,,,bwebber@presidentialestates.net,"""1020 Southern Artery""",,"""Quincy""",MA,02169,"YGL Network",,04/12/2019,
6802435,"""Radius Apartments""",,www.radiubos.com,6179874444,,,radiusboston@greystar.com,"""530 Western Avenue""",,"""Boston""",MA,02135,"YGL Network","""By appointment only- Broker must be present for tour to receive credit""",04/12/2019,
6803534,"""The Movement Group""",,,9787129570,,,themovementgroup@compass.com,"""126 Newbury St""",,"""Boston""",MA,02116,"YGL Network",,04/12/2019,
6804558,"""Winn Companies""",,,617-731-6020,,,villageatbrookline@winnco.com,"""77 Village Way""",,"""Brookline""",MA,02445,"YGL Network",,04/12/2019,
6807433,"""Jonathan Leffell""",,,"(617) 584-5047",,,jonathan@yougotlistings.com,,,"""Brookline""",MA,02445,"YGL Network","""Foursquare Corporation 68 Harvard Street Brookline, MA 02445""",04/10/2019,
6807559,"""Girard  - Equity Residential""",,https://equityapartments.com/boston/south-end/girard-apartments,"(844) 203-6014",,"(857) 250-2488",girard@eqr.com,"""50 Malden ST""",,"""Boston""",MA,02118,"Data Entry","""Girard Apartments combines contemporary design, great amenities, and the vibrantly social South End neighborhood to create a one of a kind living experience.""",04/12/2019,
6808220,"""RCG Properties""",,,617.284.2150,,,sales@rcgproperities.com,"""11 Ivaloo St""",,"""Somerville""",MA,02143,"YGL Network",,04/12/2019,
6808461,"""Signature Page""",,,7817105821,,,jaclyn@signaturepagere.com,"""748 Reservoir rd""",,"""Lunenburg""",MA,01462,"YGL Network",,04/12/2019,
6808704,"""One India Street - Equity Residential""",,https://equityapartments.com/boston/financial-district/one-india-st-apartments," (844) 679-6651",,"(000) 000-0000",OneIndia@eqr.com,"""1 India ST""",,"""Boston""",MA,02109,"Data Entry","""One India Street Apartments welcomes you to experience city living in Boston's Financial District. Inside this beautiful historic building, our renovated apartments feature stainless steel appliances, quartz counters, generous amounts of closet space and in-home washers and dryers. Enjoy a welcoming and cozy environment with immediate access to shopping, historic landmarks and more!""",04/12/2019,
6808946,"""Troy Boston - Equity Residential""",,https://equityapartments.com/boston/south-end/troy-boston-apartments,"(844) 296-3428",,"(617) 426-5300",troyboston@eqr.com,"""55 Traveler St.""",,"""Boston""",MA,02118,"Data Entry","""In one of Boston's most vibrant neighborhoods, Troy Boston Apartments offers a modern and luxurious living experience with sophisticated finishes and incredible amenities. Our collection of studios, one- and two- bedroom apartments feature quartz countertops, integrated stainless steel appliances, Elfa closet systems and more. Take advantage of our stunning location by socializing out on either of the two rooftop terraces with unmatched views of the city. Cool down in the swimming pool, relax in one of the poolside cabanas, or work-out in our full service fitness center. We also encourage residents to explore the neighborhood and discover all of the amazing dining and entertainment destinations that sit just beyond the doorstep.""",04/12/2019,
6809331,"""Lauren Chiarello""",,,5089811814,,,lac2387@gmail.com,"""4 Lordvale Blvd""",,"""North Grafton""",MA,01536,"YGL Network",,02/25/2019,
6809583,"""Brightline Real Estate""",,www.brightlinere.com,617-680-9446,617-872-4342,617-507-6554,joshua@brightlinere.com,"""51 Washington Street""",,"""Brighton""",MA,02135,"YGL Network",,04/12/2019,
6809856,"""DeCelle Group""",,,5086418068,,,sheila@decellere.com,"""`1266 Furnace Brook Parkway""",,"""Quincy""",MA,02081,"YGL Network",,04/01/2019,
6812111,"""Keller Williams Realty""",,www.andrewcraig.kw.com,508-292-9281,,,andrewc176@gmail.com,"""60 Shrewsbury St""","""2""","""WORCESTER""",MA,01604,"YGL Network",,04/12/2019,
6812986,"""Cambridge Realty Group, Inc.""",,,617-661-6600,617-661-6600,"(617) 492-0330",rentals@crgapartments.com,"""245 Hampshire St.""",,"""Cambridge""",MA,02139,"YGL Network",,03/04/2019,
6813070,"""Rooney Real Estate LLC""",,,617-269-1000,,,Jackie@Rooney-RE.com,"""700 East Broadway""",,"""South Boston""",MA,02127,"YGL Network",,03/02/2019,
6817357,"""jila Asgary""",,,5857210880,,,Jilamost@gmail.com,"""45 Canterbury Hill rd""",,"""Acton""",MA,01720,"YGL Network",,04/12/2019,
6817660,"""Erin Woo""",,,8573529818,,,tgiddft@gmail.com,,,"""Brookline""",MA,,"YGL Network","""Please contact me through emails""",04/12/2019,
6818100,"""S&W Consulting Group LLC""",,,6178188710,,,Andrew@sw-consultinggroup.com,"""40 Eastern Ave""",,"""Malden""",MA,02148,"YGL Network",,04/12/2019,
6818364,"""Tasha Hull""",,http://www.hullpropertymanagement.com,617-281-9000,,,tasha@mybostoncondo.com,"""45 Newbury Street""","""Suite 501""","""Boston""",MA,02116,"YGL Network","""Keys are located at: My Boston Condo - 45 Newbury St. Suite 501 Boston, MA 02116 617-701-7434""",04/12/2019,
6819019,"""30 Dalton - Bozzuto""",,https://www.30dalton.com/,"(833) 296-0109",,,,"""30 Dalton St.""",,"""Boston""",MA,02115,"Data Entry",,04/12/2019,
6819276,"""Batch Yard - Bozzuto""",,https://www.thebatchyard.com/,"(617) 934-6795",,,,"""25 Charlton St.""",,"""Everett""",MA,02149,"Data Entry",,04/12/2019,
6819530,"""Atmark Apartments - Bozzuto""",,http://www.AtmarkApts.com,"(617) 936-0002","(866) 426-1762",,atmark@bozzuto.com,"""80 Fawcett St.""",,"""Cambridge""",MA,02138,"Data Entry",,04/12/2019,
6819767,"""Devonshire Boston - Bozzuto""",,https://www.devonshireboston.com/,"(617) 720-3410","(617) 275-5802","(617) 720-2018",,"""1 Devonshire Pl.""",,"""Boston""",MA,02109,"Data Entry",,04/12/2019,
6819999,"""Cambridge Park Apartments - Bozzuto""",,https://www.livecambridgepark.com/,"(617) 497-7368","(833) 252-2776",,,"""30 Cambridge Park Dr.""",,"""Cambridge""",MA,02140,"Data Entry",,04/12/2019,
6820243,"""Currents on Charles - Bozzuto""",,http://www.currentswaltham.com,"(617) 272-8000","(877) 813-0056",,currents@bozzuto.com,"""36 River St.""",,"""Waltham""",MA,02453,"Data Entry",,04/12/2019,
6820499,"""Flats on D - Bozzuto""",,http://www.flatsond.com,"(617) 936-0369","(833) 294-6791",,flatsond@bozzuto.com,"""411 D St.""",,"""Boston""",MA,02210,"Data Entry",,04/12/2019,
6820752,"""Fuse - Bozzuto""",,https://www.fusecambridge.com,"(833) 586-2295",,,,"""165 Cambridge Park Dr.""",,"""Cambridge""",MA,02140,"Data Entry",,04/12/2019,
6821009,"""One Greenway - Bozzuto""",,http://www.onegreenwayboston.com,"(857) 285-5995","(857) 362-7146",,onegreenway@bozzuto.com,"""99 Kneeland St.""",,"""Boston""",MA,02111,"Data Entry",,04/12/2019,
6821252,"""Park Lane Seaport - Bozzuto""",,http://www.parklaneseaport.com,"(617) 542-3200","(888) 430-9172","(617) 542-3204",parklane@bozzuto.com,"""1 Park Ln.""",,"""Boston""",MA,02210,"Data Entry",,04/12/2019,
6821498,"""The Harlo - Bozzuto""",,https://www.theharlo.com,"(833) 349-1457",,,,"""1350 Boylston St.""",,"""Boston""",MA,02215,"Data Entry",,04/12/2019,
6821755,"""Meriel Marina Bay - Bozzuto""",,https://www.merielmarinabay.com/,"(617) 415-9498","(857) 277-7857",,,"""552 Victory Rd.""",,"""Quincy""",MA,02171,"Data Entry",,04/12/2019,
6822012,"""Reading Commons - Bozzuto""",,https://www.readingcommons.com/,"(888) 457-3218",,,,"""7 Archstone Cir.""",,"""Reading""",MA,01867,"Data Entry",,04/12/2019,
6822268,"""Jack Flats - Bozzuto""",,www.rentjackflats.com,"(877) 398-9240","(866) 525-0105",,,"""1000 Stone Pl.""",,"""Melrose""",MA,02176,"Data Entry",,04/12/2019,
6822523,"""Waterside Place - Bozzuto""",,http://watersideboston.com,"(888) 589-3926",,,,"""505 Congress St.""",,"""Boston""",MA,02210,"Data Entry",,04/12/2019,
6822777,"""Watertown Mews - Bozzuto""",,www.watertownmews.com,"(888) 696-1021","(833) 267-6318",,,"""1 Repton Pl.""",,"""Watertown""",MA,02472,"Data Entry",,04/12/2019,
6823032,"""Twenty - Bozzuto""",,http://twenty20cambridge.com,"(617) 553-9572","(833) 260-8623",,,"""20 Child St.""",,"""cambridge""",MA,02141,"Data Entry",,04/12/2019,
6823285,"""The Kensington - Bozzuto""",,http://www.KensingtonBoston.com,"(617) 574-8733","(833) 890-1329",,,"""665 Washington St.""",,"""Boston""",MA,02116,"Data Entry",,04/12/2019,
6823539,"""Washington Crossing - Bozzuto""",,https://www.livewashingtoncrossing.com/,"(781) 347-1631",,,,"""55 Cedar St.""",,"""Woburn""",MA,01801,"Data Entry",,04/12/2019,
6823796,"""The Village at Taylor Pond - Bozzuto""",,https://villageattaylorpond.com/,"(781) 399-4033",,,,"""3000 Taylor Pond Ln.""",,"""Bedford""",MA,01730,"Data Entry",,04/12/2019,
